Time,num_affected
400,664252
400.25,664252
400.5,664252
400.75,664252
401,664252
401.25,664252
401.5,664252
401.75,664252
402,664252
402.25,664252
402.5,664252
402.75,664252
403,664252
403.25,664252
403.5,664252
403.75,664252
404,664252
404.25,664252
404.5,664252
404.75,664252
405,664252
405.25,664252
405.5,664252
405.75,664252
406,664252
406.25,664252
406.5,664252
406.75,664252
407,664252
407.25,664252
407.5,664252
407.75,664252
408,664252
408.25,664252
408.5,664252
408.75,664252
409,664252
409.25,664252
409.5,664252
409.75,664252
410,664252
410.25,664252
410.5,664252
410.75,664252
411,664252
411.25,664252
411.5,664252
411.75,664252
412,664252
412.25,664252
412.5,664252
412.75,664252
413,664252
413.25,664252
413.5,664252
413.75,664252
414,664252
414.25,664252
414.5,664252
414.75,664252
415,664252
415.25,664252
415.5,664252
415.75,664252
416,664252
416.25,664252
416.5,664252
416.75,664252
417,664252
417.25,664252
417.5,664252
417.75,664252
418,664252
418.25,664252
418.5,664252
418.75,664252
419,664252
419.25,664252
419.5,664252
419.75,664252
420,664252
420.25,664252
420.5,664252
420.75,664252
421,664252
421.25,664252
421.5,664252
421.75,664252
422,664252
422.25,664252
422.5,664252
422.75,664252
423,664252
423.25,664252
423.5,664252
423.75,664252
424,664252
424.25,664252
424.5,664252
424.75,664252
425,664252
425.25,664252
425.5,664252
425.75,664252
426,664252
426.25,664252
426.5,664252
426.75,664252
427,664252
427.25,664252
427.5,664252
427.75,664252
428,664252
428.25,664252
428.5,664252
428.75,664252
429,664252
429.25,664252
429.5,664252
429.75,664252
430,664252
430.25,664252
430.5,664252
430.75,664252
431,664252
431.25,664252
431.5,664252
431.75,664252
432,664252
432.25,664252
432.5,664252
432.75,664252
433,664252
433.25,664252
433.5,664252
433.75,664252
434,664252
434.25,664252
434.5,664252
434.75,664252
435,664252
435.25,664252
435.5,664252
435.75,664252
436,664252
436.25,664252
436.5,664252
436.75,664252
437,664252
437.25,664252
437.5,664252
437.75,664252
438,664252
438.25,664252
438.5,664252
438.75,664252
439,664252
439.25,664252
439.5,664252
439.75,664252
440,664252
440.25,664252
440.5,664252
440.75,664252
441,664252
441.25,664252
441.5,664252
441.75,664252
442,664252
442.25,664252
442.5,664252
442.75,664252
443,664252
443.25,664252
443.5,664252
443.75,664252
444,664252
444.25,664252
444.5,664252
444.75,664252
445,664252
445.25,664252
445.5,664252
445.75,664252
446,664252
446.25,664252
446.5,664252
446.75,664252
447,664252
447.25,664252
447.5,664252
447.75,664252
448,664252
448.25,664252
448.5,664252
448.75,664252
449,664252
449.25,664252
449.5,664252
449.75,664252
450,664252
450.25,664252
450.5,664252
450.75,664252
451,664252
451.25,664252
451.5,664252
451.75,664252
452,664252
452.25,664252
452.5,664252
452.75,664252
453,664252
453.25,664252
453.5,664252
453.75,664252
454,664252
454.25,664252
454.5,664252
454.75,664252
455,664252
455.25,664252
455.5,664252
455.75,664252
456,664252
456.25,664252
456.5,664252
456.75,664252
457,664252
457.25,664252
457.5,664252
457.75,664252
458,664252
458.25,664252
458.5,664252
458.75,664252
459,664252
459.25,664252
459.5,664252
459.75,664252
460,664252
460.25,664252
460.5,664252
460.75,664252
461,664252
461.25,664252
461.5,664252
461.75,664252
462,664252
462.25,664252
462.5,664252
462.75,664252
463,664252
463.25,664252
463.5,664252
463.75,664252
464,664252
464.25,664252
464.5,664252
464.75,664252
465,664252
465.25,664252
465.5,664252
465.75,664252
466,664252
466.25,664252
466.5,664252
466.75,664252
467,664252
467.25,664252
467.5,664252
467.75,664252
468,664252
468.25,664252
468.5,664252
468.75,664252
469,664252
469.25,664252
469.5,664252
469.75,664252
470,664252
470.25,664252
470.5,664252
470.75,664252
471,664252
471.25,664252
471.5,664252
471.75,664252
472,664252
472.25,664252
472.5,664252
472.75,664252
473,664252
473.25,664252
473.5,664252
473.75,664252
474,664252
474.25,664252
474.5,664252
474.75,664252
475,664252
475.25,664252
475.5,664252
475.75,664252
476,664252
476.25,664252
476.5,664252
476.75,664252
477,664252
477.25,664252
477.5,664252
477.75,664252
478,664252
478.25,664252
478.5,664252
478.75,664252
479,664252
479.25,664252
479.5,664252
479.75,664252
480,664252
480.25,664252
480.5,664252
480.75,664252
481,664252
481.25,664252
481.5,664252
481.75,664252
482,664252
482.25,664252
482.5,664252
482.75,664252
483,664252
483.25,664252
483.5,664252
483.75,664252
484,664252
484.25,664252
484.5,664252
484.75,664252
485,664252
485.25,664252
485.5,664252
485.75,664252
486,664252
486.25,664252
486.5,664252
486.75,664252
487,664252
487.25,664252
487.5,664252
487.75,664252
488,664252
488.25,664252
488.5,664252
488.75,664252
489,664252
489.25,664252
489.5,664252
489.75,664252
490,664252
490.25,664252
490.5,664252
490.75,664252
491,664252
491.25,664252
491.5,664252
491.75,664252
492,664252
492.25,664252
492.5,664252
492.75,664252
493,664252
493.25,664252
493.5,664252
493.75,664252
494,664252
494.25,664252
494.5,664252
494.75,664252
495,664252
495.25,664252
495.5,664252
495.75,664252
496,664252
496.25,664252
496.5,664252
496.75,664252
497,664252
497.25,664252
497.5,664252
497.75,664252
498,664252
498.25,664252
498.5,664252
498.75,664252
499,664252
499.25,664252
499.5,664252
499.75,664252
500,664252
500.25,664252
500.5,664252
500.75,664252
501,664252
501.25,664252
501.5,664252
501.75,664252
502,664252
502.25,664252
502.5,664252
502.75,664252
503,664252
503.25,664252
503.5,664252
503.75,664252
504,664252
504.25,664252
504.5,664252
504.75,664252
505,664252
505.25,664252
505.5,664252
505.75,664252
506,664252
506.25,664252
506.5,664252
506.75,664252
507,664252
507.25,664252
507.5,664252
507.75,664252
508,664252
508.25,664252
508.5,664252
508.75,664252
509,664252
509.25,664252
509.5,664252
509.75,664252
510,664252
510.25,664252
510.5,664252
510.75,664252
511,664252
511.25,664252
511.5,664252
511.75,664252
512,664252
512.25,664252
512.5,664252
512.75,664252
513,664252
513.25,664252
513.5,664252
513.75,664252
514,664252
514.25,664252
514.5,664252
514.75,664252
515,664252
515.25,664252
515.5,664252
515.75,664252
516,664252
516.25,664252
516.5,664252
516.75,664252
517,664252
517.25,664252
517.5,664252
517.75,664252
518,664252
518.25,664252
518.5,664252
518.75,664252
519,664252
519.25,664252
519.5,664252
519.75,664252
520,664252
520.25,664252
520.5,664252
520.75,664252
521,664252
521.25,664252
521.5,664252
521.75,664252
522,664252
522.25,664252
522.5,664252
522.75,664252
523,664252
523.25,664252
523.5,664252
523.75,664252
524,664252
524.25,664252
524.5,664252
524.75,664252
525,664252
525.25,664252
525.5,664252
525.75,664252
526,664252
526.25,664252
526.5,664252
526.75,664252
527,664252
527.25,664252
527.5,664252
527.75,664252
528,664252
528.25,664252
528.5,664252
528.75,664252
529,664252
529.25,664252
529.5,664252
529.75,664252
530,664252
530.25,664252
530.5,664252
530.75,664252
531,664252
531.25,664252
531.5,664252
531.75,664252
532,664252
532.25,664252
532.5,664252
532.75,664252
533,664252
533.25,664252
533.5,664252
533.75,664252
534,664252
534.25,664252
534.5,664252
534.75,664252
535,664252
535.25,664252
535.5,664252
535.75,664252
536,664252
536.25,664252
536.5,664252
536.75,664252
537,664252
537.25,664252
537.5,664252
537.75,664252
538,664252
538.25,664252
538.5,664252
538.75,664252
539,664252
539.25,664252
539.5,664252
539.75,664252
