Time,num_cases
451.75,445330
452,445330
452.25,445330
452.5,445330
452.75,445330
453,445330
453.25,445330
453.5,445330
453.75,445330
454,445330
454.25,445330
454.5,445330
454.75,445330
455,445330
455.25,445330
455.5,445330
455.75,445330
456,445330
456.25,445330
456.5,445330
456.75,445330
457,445330
457.25,445330
457.5,445330
457.75,445330
458,445330
458.25,445330
458.5,445330
458.75,445330
459,445330
459.25,445330
459.5,445330
459.75,445330
460,445330
460.25,445330
460.5,445330
460.75,445330
461,445330
461.25,445330
461.5,445330
461.75,445330
462,445330
462.25,445330
462.5,445330
462.75,445330
463,445330
463.25,445330
463.5,445330
463.75,445330
464,445330
464.25,445330
464.5,445330
464.75,445330
465,445330
465.25,445330
465.5,445330
465.75,445330
466,445330
466.25,445330
466.5,445330
466.75,445330
467,445330
467.25,445330
467.5,445330
467.75,445330
468,445330
468.25,445330
468.5,445330
468.75,445330
469,445330
469.25,445330
469.5,445330
469.75,445330
470,445330
470.25,445330
470.5,445330
470.75,445330
471,445330
471.25,445330
471.5,445330
471.75,445330
472,445330
472.25,445330
472.5,445330
472.75,445330
473,445330
473.25,445330
473.5,445330
473.75,445330
474,445330
474.25,445330
474.5,445330
474.75,445330
475,445330
475.25,445330
475.5,445330
475.75,445330
476,445330
476.25,445330
476.5,445330
476.75,445330
477,445330
477.25,445330
477.5,445330
477.75,445330
478,445330
478.25,445330
478.5,445330
478.75,445330
479,445330
479.25,445330
479.5,445330
479.75,445330
480,445330
480.25,445330
480.5,445330
480.75,445330
481,445330
481.25,445330
481.5,445330
481.75,445330
482,445330
482.25,445330
482.5,445330
482.75,445330
483,445330
483.25,445330
483.5,445330
483.75,445330
484,445330
484.25,445330
484.5,445330
484.75,445330
485,445330
485.25,445330
485.5,445330
485.75,445330
486,445330
486.25,445330
486.5,445330
486.75,445330
487,445330
487.25,445330
487.5,445330
487.75,445330
488,445330
488.25,445330
488.5,445330
488.75,445330
489,445330
489.25,445330
489.5,445330
489.75,445330
490,445330
490.25,445330
490.5,445330
490.75,445330
491,445330
491.25,445330
491.5,445330
491.75,445330
492,445330
492.25,445330
492.5,445330
492.75,445330
493,445330
493.25,445330
493.5,445330
493.75,445330
494,445330
494.25,445330
494.5,445330
494.75,445330
495,445330
495.25,445330
495.5,445330
495.75,445330
496,445330
496.25,445330
496.5,445330
496.75,445330
497,445330
497.25,445330
497.5,445330
497.75,445330
498,445330
498.25,445330
498.5,445330
498.75,445330
499,445330
499.25,445330
499.5,445330
499.75,445330
500,445330
500.25,445330
500.5,445330
500.75,445330
501,445330
501.25,445330
501.5,445330
501.75,445330
502,445330
502.25,445330
502.5,445330
502.75,445330
503,445330
503.25,445330
503.5,445330
503.75,445330
504,445330
504.25,445330
504.5,445330
504.75,445330
505,445330
505.25,445330
505.5,445330
505.75,445330
506,445330
506.25,445330
506.5,445330
506.75,445330
507,445330
507.25,445330
507.5,445330
507.75,445330
508,445330
508.25,445330
508.5,445330
508.75,445330
509,445330
509.25,445330
509.5,445330
509.75,445330
510,445330
510.25,445330
510.5,445330
510.75,445330
511,445330
511.25,445330
511.5,445330
511.75,445330
512,445330
512.25,445330
512.5,445330
512.75,445330
513,445330
513.25,445330
513.5,445330
513.75,445330
514,445330
514.25,445330
514.5,445330
514.75,445330
515,445330
515.25,445330
515.5,445330
515.75,445330
516,445330
516.25,445330
516.5,445330
516.75,445330
517,445330
517.25,445330
517.5,445330
517.75,445330
518,445330
518.25,445330
518.5,445330
518.75,445330
519,445330
519.25,445330
519.5,445330
519.75,445330
520,445330
520.25,445330
520.5,445330
520.75,445330
521,445330
521.25,445330
521.5,445330
521.75,445330
522,445330
522.25,445330
522.5,445330
522.75,445330
523,445330
523.25,445330
523.5,445330
523.75,445330
524,445330
524.25,445330
524.5,445330
524.75,445330
525,445330
525.25,445330
525.5,445330
525.75,445330
526,445330
526.25,445330
526.5,445330
526.75,445330
527,445330
527.25,445330
527.5,445330
527.75,445330
528,445330
528.25,445330
528.5,445330
528.75,445330
529,445330
529.25,445330
529.5,445330
529.75,445330
530,445330
530.25,445330
530.5,445330
530.75,445330
531,445330
531.25,445330
531.5,445330
531.75,445330
532,445330
532.25,445330
532.5,445330
532.75,445330
533,445330
533.25,445330
533.5,445330
533.75,445330
534,445330
534.25,445330
534.5,445330
534.75,445330
535,445330
535.25,445330
535.5,445330
535.75,445330
536,445330
536.25,445330
536.5,445330
536.75,445330
537,445330
537.25,445330
537.5,445330
537.75,445330
538,445330
538.25,445330
538.5,445330
538.75,445330
539,445330
539.25,445330
539.5,445330
539.75,445330
540,445330
540.25,445330
540.5,445330
540.75,445330
541,445330
