Time,num_recovered
391.5,9605
391.75,9605
392,9605
392.25,9605
392.5,9605
392.75,9605
393,9605
393.25,9605
393.5,9605
393.75,9605
394,9605
394.25,9605
394.5,9605
394.75,9605
395,9605
395.25,9605
395.5,9605
395.75,9605
396,9605
396.25,9605
396.5,9605
396.75,9605
397,9605
397.25,9605
397.5,9605
397.75,9605
398,9605
398.25,9605
398.5,9605
398.75,9605
399,9605
399.25,9605
399.5,9605
399.75,9605
400,9605
400.25,9605
400.5,9605
400.75,9605
401,9605
401.25,9605
401.5,9605
401.75,9605
402,9605
402.25,9605
402.5,9605
402.75,9605
403,9605
403.25,9605
403.5,9605
403.75,9605
404,9605
404.25,9605
404.5,9605
404.75,9605
405,9605
405.25,9605
405.5,9605
405.75,9605
406,9605
406.25,9605
406.5,9605
406.75,9605
407,9605
407.25,9605
407.5,9605
407.75,9605
408,9605
408.25,9605
408.5,9605
408.75,9605
409,9605
409.25,9605
409.5,9605
409.75,9605
410,9605
410.25,9605
410.5,9605
410.75,9605
411,9605
411.25,9605
411.5,9605
411.75,9605
412,9605
412.25,9605
412.5,9605
412.75,9605
413,9605
413.25,9605
413.5,9605
413.75,9605
414,9605
414.25,9605
414.5,9605
414.75,9605
415,9605
415.25,9605
415.5,9605
415.75,9605
416,9605
416.25,9605
416.5,9605
416.75,9605
417,9605
417.25,9605
417.5,9605
417.75,9605
418,9605
418.25,9605
418.5,9605
418.75,9605
419,9605
419.25,9605
419.5,9605
419.75,9605
420,9605
420.25,9605
420.5,9605
420.75,9605
421,9605
421.25,9605
421.5,9605
421.75,9605
422,9605
422.25,9605
422.5,9605
422.75,9605
423,9605
423.25,9605
423.5,9605
423.75,9605
424,9605
424.25,9605
424.5,9605
424.75,9605
425,9605
425.25,9605
425.5,9605
425.75,9605
426,9605
426.25,9605
426.5,9605
426.75,9605
427,9605
427.25,9605
427.5,9605
427.75,9605
428,9605
428.25,9605
428.5,9605
428.75,9605
429,9605
429.25,9605
429.5,9605
429.75,9605
430,9605
430.25,9605
430.5,9605
430.75,9605
431,9605
431.25,9605
431.5,9605
431.75,9605
432,9605
432.25,9605
432.5,9605
432.75,9605
433,9605
433.25,9605
433.5,9605
433.75,9605
434,9605
434.25,9605
434.5,9605
434.75,9605
435,9605
435.25,9605
435.5,9605
435.75,9605
436,9605
436.25,9605
436.5,9605
436.75,9605
437,9605
437.25,9605
437.5,9605
437.75,9605
438,9605
438.25,9605
438.5,9605
438.75,9605
439,9605
439.25,9605
439.5,9605
439.75,9605
440,9605
440.25,9605
440.5,9605
440.75,9605
441,9605
441.25,9605
441.5,9605
441.75,9605
442,9605
442.25,9605
442.5,9605
442.75,9605
443,9605
443.25,9605
443.5,9605
443.75,9605
444,9605
444.25,9605
444.5,9605
444.75,9605
445,9605
445.25,9605
445.5,9605
445.75,9605
446,9605
446.25,9605
446.5,9605
446.75,9605
447,9605
447.25,9605
447.5,9605
447.75,9605
448,9605
448.25,9605
448.5,9605
448.75,9605
449,9605
449.25,9605
449.5,9605
449.75,9605
450,9605
450.25,9605
450.5,9605
450.75,9605
451,9605
451.25,9605
451.5,9605
451.75,9605
452,9605
452.25,9605
452.5,9605
452.75,9605
453,9605
453.25,9605
453.5,9605
453.75,9605
454,9605
454.25,9605
454.5,9605
454.75,9605
455,9605
455.25,9605
455.5,9605
455.75,9605
456,9605
456.25,9605
456.5,9605
456.75,9605
457,9605
457.25,9605
457.5,9605
457.75,9605
458,9605
458.25,9605
458.5,9605
458.75,9605
459,9605
459.25,9605
459.5,9605
459.75,9605
460,9605
460.25,9605
460.5,9605
460.75,9605
461,9605
461.25,9605
461.5,9605
461.75,9605
462,9605
462.25,9605
462.5,9605
462.75,9605
463,9605
463.25,9605
463.5,9605
463.75,9605
464,9605
464.25,9605
464.5,9605
464.75,9605
465,9605
465.25,9605
465.5,9605
465.75,9605
466,9605
466.25,9605
466.5,9605
466.75,9605
467,9605
467.25,9605
467.5,9605
467.75,9605
468,9605
468.25,9605
468.5,9605
468.75,9605
469,9605
469.25,9605
469.5,9605
469.75,9605
470,9605
470.25,9605
470.5,9605
470.75,9605
471,9605
471.25,9605
471.5,9605
471.75,9605
472,9605
472.25,9605
472.5,9605
472.75,9605
473,9605
473.25,9605
473.5,9605
473.75,9605
474,9605
474.25,9605
474.5,9605
474.75,9605
475,9605
475.25,9605
475.5,9605
475.75,9605
476,9605
476.25,9605
476.5,9605
476.75,9605
477,9605
477.25,9605
477.5,9605
477.75,9605
478,9605
478.25,9605
478.5,9605
478.75,9605
479,9605
479.25,9605
479.5,9605
479.75,9605
480,9605
480.25,9605
480.5,9605
480.75,9605
481,9605
481.25,9605
481.5,9605
481.75,9605
482,9605
482.25,9605
482.5,9605
482.75,9605
483,9605
483.25,9605
483.5,9605
483.75,9605
484,9605
484.25,9605
484.5,9605
484.75,9605
485,9605
485.25,9605
485.5,9605
485.75,9605
486,9605
486.25,9605
486.5,9605
486.75,9605
487,9605
487.25,9605
487.5,9605
487.75,9605
488,9605
488.25,9605
488.5,9605
488.75,9605
489,9605
489.25,9605
489.5,9605
489.75,9605
490,9605
490.25,9605
490.5,9605
490.75,9605
491,9605
491.25,9605
491.5,9605
491.75,9605
492,9605
492.25,9605
492.5,9605
492.75,9605
493,9605
493.25,9605
493.5,9605
493.75,9605
494,9605
494.25,9605
494.5,9605
494.75,9605
495,9605
495.25,9605
495.5,9605
495.75,9605
496,9605
496.25,9605
496.5,9605
496.75,9605
497,9605
497.25,9605
497.5,9605
497.75,9605
498,9605
498.25,9605
498.5,9605
498.75,9605
499,9605
499.25,9605
499.5,9605
499.75,9605
500,9605
500.25,9605
500.5,9605
500.75,9605
501,9605
501.25,9605
501.5,9605
501.75,9605
502,9605
502.25,9605
502.5,9605
502.75,9605
503,9605
503.25,9605
503.5,9605
503.75,9605
504,9605
504.25,9605
504.5,9605
504.75,9605
505,9605
505.25,9605
505.5,9605
505.75,9605
506,9605
506.25,9605
506.5,9605
506.75,9605
507,9605
507.25,9605
507.5,9605
507.75,9605
508,9605
508.25,9605
508.5,9605
508.75,9605
509,9605
509.25,9605
509.5,9605
509.75,9605
510,9605
510.25,9605
510.5,9605
510.75,9605
511,9605
511.25,9605
511.5,9605
511.75,9605
512,9605
512.25,9605
512.5,9605
512.75,9605
513,9605
513.25,9605
513.5,9605
513.75,9605
514,9605
514.25,9605
514.5,9605
514.75,9605
515,9605
515.25,9605
515.5,9605
515.75,9605
516,9605
516.25,9605
516.5,9605
516.75,9605
517,9605
517.25,9605
