Time,num_recovered
436.25,571785
436.5,571785
436.75,571785
437,571785
437.25,571785
437.5,571785
437.75,571785
438,571785
438.25,571785
438.5,571785
438.75,571785
439,571785
439.25,571785
439.5,571785
439.75,571785
440,571785
440.25,571785
440.5,571785
440.75,571785
441,571785
441.25,571785
441.5,571785
441.75,571785
442,571785
442.25,571785
442.5,571785
442.75,571785
443,571785
443.25,571785
443.5,571785
443.75,571785
444,571785
444.25,571785
444.5,571785
444.75,571785
445,571785
445.25,571785
445.5,571785
445.75,571785
446,571785
446.25,571785
446.5,571785
446.75,571785
447,571785
447.25,571785
447.5,571785
447.75,571785
448,571785
448.25,571785
448.5,571785
448.75,571785
449,571785
449.25,571785
449.5,571785
449.75,571785
450,571785
450.25,571785
450.5,571785
450.75,571785
451,571785
451.25,571785
451.5,571785
451.75,571785
452,571785
452.25,571785
452.5,571785
452.75,571785
453,571785
453.25,571785
453.5,571785
453.75,571785
454,571785
454.25,571785
454.5,571785
454.75,571785
455,571785
455.25,571785
455.5,571785
455.75,571785
456,571785
456.25,571785
456.5,571785
456.75,571785
457,571785
457.25,571785
457.5,571785
457.75,571785
458,571785
458.25,571785
458.5,571785
458.75,571785
459,571785
459.25,571785
459.5,571785
459.75,571785
460,571785
460.25,571785
460.5,571785
460.75,571785
461,571785
461.25,571785
461.5,571785
461.75,571785
462,571785
462.25,571785
462.5,571785
462.75,571785
463,571785
463.25,571785
463.5,571785
463.75,571785
464,571785
464.25,571785
464.5,571785
464.75,571785
465,571785
465.25,571785
465.5,571785
465.75,571785
466,571785
466.25,571785
466.5,571785
466.75,571785
467,571785
467.25,571785
467.5,571785
467.75,571785
468,571785
468.25,571785
468.5,571785
468.75,571785
469,571785
469.25,571785
469.5,571785
469.75,571785
470,571785
470.25,571785
470.5,571785
470.75,571785
471,571785
471.25,571785
471.5,571785
471.75,571785
472,571785
472.25,571785
472.5,571785
472.75,571785
473,571785
473.25,571785
473.5,571785
473.75,571785
474,571785
474.25,571785
474.5,571785
474.75,571785
475,571785
475.25,571785
475.5,571785
475.75,571785
476,571785
476.25,571785
476.5,571785
476.75,571785
477,571785
477.25,571785
477.5,571785
477.75,571785
478,571785
478.25,571785
478.5,571785
478.75,571785
479,571785
479.25,571785
479.5,571785
479.75,571785
480,571785
480.25,571785
480.5,571785
480.75,571785
481,571785
481.25,571785
481.5,571785
481.75,571785
482,571785
482.25,571785
482.5,571785
482.75,571785
483,571785
483.25,571785
483.5,571785
483.75,571785
484,571785
484.25,571785
484.5,571785
484.75,571785
485,571785
485.25,571785
485.5,571785
485.75,571785
486,571785
486.25,571785
486.5,571785
486.75,571785
487,571785
487.25,571785
487.5,571785
487.75,571785
488,571785
488.25,571785
488.5,571785
488.75,571785
489,571785
489.25,571785
489.5,571785
489.75,571785
490,571785
490.25,571785
490.5,571785
490.75,571785
491,571785
491.25,571785
491.5,571785
491.75,571785
492,571785
492.25,571785
492.5,571785
492.75,571785
493,571785
493.25,571785
493.5,571785
493.75,571785
494,571785
494.25,571785
494.5,571785
494.75,571785
495,571785
495.25,571785
495.5,571785
495.75,571785
496,571785
496.25,571785
496.5,571785
496.75,571785
497,571785
497.25,571785
497.5,571785
497.75,571785
498,571785
498.25,571785
498.5,571785
498.75,571785
499,571785
499.25,571785
499.5,571785
499.75,571785
500,571785
500.25,571785
500.5,571785
500.75,571785
501,571785
501.25,571785
501.5,571785
501.75,571785
502,571785
502.25,571785
502.5,571785
502.75,571785
503,571785
503.25,571785
503.5,571785
503.75,571785
504,571785
504.25,571785
504.5,571785
504.75,571785
505,571785
505.25,571785
505.5,571785
505.75,571785
506,571785
506.25,571785
506.5,571785
506.75,571785
507,571785
507.25,571785
507.5,571785
507.75,571785
508,571785
508.25,571785
508.5,571785
508.75,571785
509,571785
509.25,571785
509.5,571785
509.75,571785
510,571785
510.25,571785
510.5,571785
510.75,571785
511,571785
511.25,571785
511.5,571785
511.75,571785
512,571785
512.25,571785
512.5,571785
512.75,571785
513,571785
513.25,571785
513.5,571785
513.75,571785
514,571785
514.25,571785
514.5,571785
514.75,571785
515,571785
515.25,571785
515.5,571785
515.75,571785
516,571785
516.25,571785
516.5,571785
516.75,571785
517,571785
517.25,571785
517.5,571785
517.75,571785
518,571785
518.25,571785
518.5,571785
518.75,571785
519,571785
519.25,571785
519.5,571785
519.75,571785
520,571785
520.25,571785
520.5,571785
520.75,571785
521,571785
521.25,571785
521.5,571785
521.75,571785
522,571785
522.25,571785
522.5,571785
522.75,571785
523,571785
523.25,571785
523.5,571785
523.75,571785
524,571785
524.25,571785
524.5,571785
524.75,571785
525,571785
525.25,571785
525.5,571785
525.75,571785
526,571785
526.25,571785
526.5,571785
526.75,571785
527,571785
527.25,571785
527.5,571785
527.75,571785
528,571785
528.25,571785
528.5,571785
528.75,571785
529,571785
529.25,571785
529.5,571785
529.75,571785
530,571785
530.25,571785
530.5,571785
530.75,571785
531,571785
531.25,571785
531.5,571785
531.75,571785
532,571785
532.25,571785
532.5,571785
532.75,571785
533,571785
533.25,571785
533.5,571785
533.75,571785
534,571785
534.25,571785
534.5,571785
534.75,571785
535,571785
535.25,571785
535.5,571785
535.75,571785
536,571785
536.25,571785
536.5,571785
536.75,571785
537,571785
537.25,571785
537.5,571785
537.75,571785
538,571785
538.25,571785
538.5,571785
538.75,571785
539,571785
539.25,571785
539.5,571785
539.75,571785
540,571785
540.25,571785
540.5,571785
540.75,571785
541,571785
541.25,571785
541.5,571785
541.75,571785
542,571785
542.25,571785
542.5,571785
542.75,571785
